gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
provenanceStatement/@languageCode,2,1328 | 2784,LanguageCode,LanguageCode,gs1:provenanceStatement,Provenance Statement,rdf:langString,69.8,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: provenance, statement; definitie-overlap: description, used; datatype/range broadly compatible",gs1:fileLanguageCode,36.2,gs1:allergenStatement,25.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,85.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
provinceStateCode,19,5963 | 5969 | 5975 | 5981 | 5987 | 5993 | 5999 | 6005 | 6011 | 6017 | 6023 | 6029 | 6035 | 6041 | 6047 | 6053 | 6059 | 8472 | 8839,string,,gs1:addressRegion,Province State Code,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: province, state; definitie-overlap: abbreviated, example, format, nj, province, specifying, state; datatype/range broadly compatible",gs1:provenanceStatement,21.0,gs1:allergenType,18.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,95.5,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
quantityContained/@measurementUnitCode,1,1735,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,60.0,review_candidate,false,"matige naamgelijkenis (55%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,29.9,gs1:containedInPlace,20.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
rawMaterialIrradiatedCode,1,1232,NonBinaryLogicEnumeration,NonBinaryLogicEnumeration,gs1:irradiatedCode,Irradiated Code,gs1:NonbinaryLogicCode,67.2,review_candidate,false,"matige naamgelijkenis (71%); gedeelde termen: irradiated; definitie-overlap: applied, been, if, indicates, radiation; datatype/range broadly compatible; codelijstsignaal",gs1:upperMaterialType,28.7,gs1:packagingMaterialType,25.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,0,2,0,1,64.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
regulatedProductName,1,3515,FormattedDescription500,,gs1:regulatedProductName,Regulated Product Name,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: regulated; definitie-overlap: according, country, denomination, describes, distinguish, generic, nature, other; datatype/range broadly compatible",gs1:productName,39.3,gs1:regulationType,19.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
regulationTypeCode,1,3070,RegulationTypeCode,RegulationTypeCode,gs1:regulationType,Regulation Type,gs1:RegulationTypeCode,91.6,strong_candidate,false,"sterke naamgelijkenis (86%); gedeelde termen: regulation; definitie-overlap: indicating, regulation; datatype/range broadly compatible; codelijstsignaal",gs1:dietType,33.5,gs1:preparationCode,32.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,90.2,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryAct,1,3071,string,,gs1:regulatoryAct,Regulatory Act,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: act, regulatory; definitie-overlap: agency, assigned, given, regulatory, requirement; datatype/range broadly compatible",gs1:regulatoryIdentifier,35.9,gs1:regulatoryIdentifierType,34.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.0,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryIdentifierTypeCode,1,8808,RegulatoryIdentifierTypeCode,RegulatoryIdentifierTypeCode,gs1:regulatoryIdentifierType,Regulatory Identifier Type,gs1:RegulatoryIdentifierType,93.8,strong_candidate,false,"sterke naamgelijkenis (92%); gedeelde termen: identifier, regulatory; definitie-overlap: information, referenced, regulatory; datatype/range broadly compatible; codelijstsignaal",gs1:regulatoryIdentifier,82.1,gs1:regulatoryVerificationNumber,33.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,91.8,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryReferenceApplicabilityEndDate,1,8806,date,,gs1:regulatoryReferenceApplicabilityEndDate,Regulatory Reference Applicability End Date,xsd:date,100.0,strong_candidate,false,"exacte naam; gedeelde termen: applicability, date, end, reference, regulatory; definitie-overlap: applicable, date, final, information, referenced, remains; datatype/range compatible",gs1:regulatoryReferenceApplicabilityStartDate,70.7,gs1:regulatoryReferenceNumber,37.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.0,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryReferenceApplicabilityStartDate,1,8807,date,,gs1:regulatoryReferenceApplicabilityStartDate,Regulatory Reference Applicability Start Date,xsd:date,100.0,strong_candidate,false,"exacte naam; gedeelde termen: applicability, date, reference, regulatory, start; definitie-overlap: applicable, becomes, date, earliest, information, referenced; datatype/range compatible",gs1:regulatoryReferenceApplicabilityEndDate,70.7,gs1:regulatoryReferenceNumber,37.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.0,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryReferenceNumber,1,8804,string,,gs1:regulatoryReferenceNumber,Regulatory Reference Number,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: reference, regulatory; definitie-overlap: dataset, document, information, record, reference, registry, regulatory, repository; datatype/range broadly compatible",gs1:regulatoryVerificationNumber,41.9,gs1:regulatoryReferenceApplicabilityEndDate,37.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.0,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
regulatoryVerificationNumber,1,8805,string,,gs1:regulatoryVerificationNumber,Regulatory Verification Number,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: regulatory, verification; definitie-overlap: access, combination, dataset, document, information, record, reference, registry; datatype/range broadly compatible",gs1:regulatoryReferenceNumber,41.9,gs1:regulatoryIdentifierType,37.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.0,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
responsibility,4,4864 | 5001 | 5217 | 6412,Description70,,gs1:responsibility,Responsibility,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: responsibility; definitie-overlap: area, contact, further, responsibility, specifying, text, trade; datatype/range broadly compatible",gs1:csrAffiliation,28.8,gs1:responsibleForLocation,18.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:responsibleForLocation: no_equivalent | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
restrictionDescription,1,711,Description1000,,gs1:offerRestrictionDescription,Offer Restriction Description,rdf:langString,72.0,review_candidate,false,"sterke naamgelijkenis (88%); gedeelde termen: description, restriction; definitie-overlap: description, example, restrictions; datatype/range broadly compatible",gs1:locationDescription,45.7,gs1:exclusionDescription,41.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
returnablePackageDepositAmount,2,2261 | 2291,Amount,,gs1:returnablePackageDepositAmount,Returnable Package Deposit Amount,gs1:PriceSpecification,100.0,strong_candidate,false,"exacte naam; gedeelde termen: amount, deposit, package, returnable; definitie-overlap: amount, individual, monetary, package, returnable; datatype/range broadly compatible",gs1:returnablePackageDepositRegion,59.5,gs1:hasReturnablePackageDeposit,57.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:hasReturnablePackageDeposit: needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
returnablePackageDepositAmount/@currencyCode,2,2262 | 2292,currencyCode,CurrencyCode,gs1:returnablePackageDepositAmount,Returnable Package Deposit Amount,gs1:PriceSpecification,67.7,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: amount, deposit, package, returnable; datatype/range broadly compatible",gs1:hasReturnablePackageDeposit,41.7,gs1:returnablePackageDepositRegion,40.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,2,0,0,63.5,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=alternative gs1:priceCurrency: needs_human_review,Keep review-only; authoritative standards review required.
reuseInstructions,1,1601,Description1000,,gs1:instructions,Instructions,xsd:anyURI,61.4,review_candidate,false,sterke naamgelijkenis (80%); gedeelde termen: instructions; datatype/range broadly compatible,gs1:instructionsForUse,41.9,gs1:preparationInstructions,36.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,0,2,0,1,63.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:instructionsForUse: no_equivalent | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
seasonCalendarYear,1,1553,gYear,,gs1:seasonCalendarYear,Season Calendar Year,xsd:gYear,100.0,strong_candidate,false,"exacte naam; gedeelde termen: calendar, season, year; definitie-overlap: available, calendar, seasonally, year; datatype/range broadly compatible",gs1:seasonName,27.0,gs1:seasonParameter,22.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,95.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
seasonName,1,1554,Description70,,gs1:seasonName,Season Name,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: season; definitie-overlap: applicable, defines, element, season; datatype/range broadly compatible",gs1:seasonParameter,38.6,gs1:seasonCalendarYear,24.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,96.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
seasonParameterCode,1,1556,SeasonParameterCode,SeasonParameterCode,gs1:seasonParameter,Season Parameter,gs1:SeasonParameterCode,86.9,review_candidate,false,"sterke naamgelijkenis (87%); gedeelde termen: parameter, season; definitie-overlap: available, e, season, spring, winter; datatype/range broadly compatible",gs1:seasonName,37.2,gs1:seasonCalendarYear,27.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
sender,3,2556 | 4295 | 4930,GLN,,gs1:messageSender,Message Sender,gs1:Organization,60.3,review_candidate,false,"matige naamgelijkenis (53%); gedeelde termen: sender; definitie-overlap: electronic, identifies, message, party, sending; datatype/range broadly compatible",gs1:messageRecipient,43.6,gs1:targetConsumerGender,15.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,67.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
servingSize,1,1718,Measurement,,gs1:servingSize,Serving Size,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: serving, size; definitie-overlap: example, information, measurement, nutrient, per, serving, size, specifying; datatype/range conflict",gs1:servingSizeDescription,65.8,gs1:size,43.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,98.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
servingSize/@measurementUnitCode,1,1719,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.7,review_candidate,false,"matige naamgelijkenis (65%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:servingSize,37.0,gs1:servingSizeDescription,27.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,3,2,1,0,0,80.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=accept,Keep review-only until remaining reviewer concerns are resolved.
servingSizeDescription,1,1720,Description500,,gs1:servingSizeDescription,Serving Size Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: description, serving, size; definitie-overlap: 1, 3, 42, been, cup, example, field, free; datatype/range broadly compatible",gs1:servingSize,58.3,gs1:numberOfServingsRangeDescription,40.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
servingSizeDescription/@languageCode,1,1721,LanguageCode,LanguageCode,gs1:servingSizeDescription,Serving Size Description,rdf:langString,64.2,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: description, serving, size; datatype/range broadly compatible",gs1:servingSize,34.7,gs1:fileLanguageCode,33.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
servingSuggestion,1,1380,Description1000,,gs1:servingSuggestion,Serving Suggestion,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: serving, suggestion; definitie-overlap: field, free, serving, suggestion, text; datatype/range broadly compatible",gs1:servingSizeDescription,38.4,gs1:numberOfServingsRangeDescription,26.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
shearStrength/@measurementUnitCode,1,5899,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.0,gs1:value,16.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
sizeCode,1,7241,string,,gs1:sizeCode,Size Code,gs1:SizeCodeDetails,100.0,strong_candidate,false,"exacte naam; gedeelde termen: size; definitie-overlap: list, size, specified; datatype/range broadly compatible",gs1:sizeCodeValue,100.0,gs1:size,64.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,2,1,0,0,94.7,antigravity=accept | gemini=accept | deepresearch=alternative gs1:sizeCodeValue: accept | chatgpt=needs_human_review,Keep review-only; resolve conflicting semantics or target property.
sizeDimension,1,7222,Measurement,,gs1:sizeDimension,Size Dimension,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: dimension, size; definitie-overlap: numerical, size; datatype/range conflict",gs1:size,42.7,gs1:sizeType,33.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,95.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
sizeDimension/@measurementUnitCode,1,7223,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.5,review_candidate,false,"matige naamgelijkenis (62%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:sizeDimension,38.9,gs1:size,25.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,3,2,1,0,0,80.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=accept,Keep review-only until remaining reviewer concerns are resolved.
sizeGroupCode,1,438,SizeGroupCode,SizeGroupCode,gs1:sizeGroup,Size Group,gs1:SizeGroupCode,81.8,review_candidate,false,"sterke naamgelijkenis (78%); gedeelde termen: group, size; definitie-overlap: necessary, size, specify, uniquely; datatype/range broadly compatible",gs1:size,41.5,gs1:sizeCode,40.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,87.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
sizeSystemCode,1,7225,SizeSystemCode,SizeSystemCode,gs1:sizeSystem,Size System,gs1:SizeSystemCode,84.4,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: size, system; definitie-overlap: conjunction, define, dimension, group, size, system, used; datatype/range broadly compatible",gs1:size,40.5,gs1:sizeCode,39.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,88.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
sizeTypeCode,1,7230,SizeTypeCode,SizeTypeCode,gs1:sizeType,Size Type,gs1:SizeTypeCode,84.5,review_candidate,false,"sterke naamgelijkenis (75%); gedeelde termen: size; definitie-overlap: dimension, size; datatype/range broadly compatible; codelijstsignaal",gs1:sizeCode,63.2,gs1:sizeCodeValue,63.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,88.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
sourceAnimalCode,2,1263 | 1313,SourceAnimalCode,SourceAnimalCode,gs1:sourceAnimal,Source Animal Code,gs1:SourceAnimalCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: animal, source; definitie-overlap: example, food, goat, material, milk, produce, raw, source; datatype/range broadly compatible",gs1:colourCode,20.8,gs1:colourCodeValue,20.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
streetAddress,19,5964 | 5970 | 5976 | 5982 | 5988 | 5994 | 6000 | 6006 | 6012 | 6018 | 6024 | 6030 | 6036 | 6042 | 6048 | 6054 | 6060 | 8467 | 8834,string,,gs1:streetAddress,Street Address,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: address, street; definitie-overlap: address, below, expressed, first, form, free, lines, paper; datatype/range broadly compatible",gs1:streetAddressLine2,65.2,gs1:streetAddressLine3,65.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:streetAddressLine4: needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
streetAddressOne,8,1783 | 1883 | 1953 | 2036 | 2135 | 4853 | 4990 | 5206,string,,gs1:streetAddress,Street Address,rdf:langString,78.1,review_candidate,false,"sterke naamgelijkenis (88%); gedeelde termen: address, street; definitie-overlap: address, below, building, example, first, form, free, paper; datatype/range broadly compatible",gs1:streetAddressLine2,51.2,gs1:streetAddressLine3,51.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,74.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
streetAddressThree,8,1785 | 1885 | 1955 | 2038 | 2137 | 4855 | 4992 | 5208,string,,gs1:streetAddress,Street Address,rdf:langString,75.1,review_candidate,false,"sterke naamgelijkenis (85%); gedeelde termen: address, street; definitie-overlap: address, below, first, form, free, lines, paper, printed; datatype/range broadly compatible",gs1:streetAddressLine2,50.3,gs1:streetAddressLine3,50.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,69.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
streetAddressTwo,8,1784 | 1884 | 1954 | 2037 | 2136 | 4854 | 4991 | 5207,string,,gs1:streetAddress,Street Address,rdf:langString,74.1,review_candidate,false,"sterke naamgelijkenis (88%); gedeelde termen: address, street; definitie-overlap: address, below, building, first, form, free, paper, printed; datatype/range broadly compatible",gs1:streetAddressLine2,49.2,gs1:streetAddressLine3,48.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,69.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
styleDescription,1,439,Description70,,gs1:styleDescription,Style Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: description, style; definitie-overlap: characteristics, many, products, share; datatype/range broadly compatible",gs1:locationDescription,43.9,gs1:colourDescription,40.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,98.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
subBrand,1,3546,string,,gs1:subBrandName,Sub-brand Name,rdf:langString,82.5,review_candidate,false,"sterke naamgelijkenis (75%); gedeelde termen: brand, sub; definitie-overlap: brand, buyer, can, classic, cola, communicate, consumer, differentiating; datatype/range broadly compatible",gs1:brand,62.3,gs1:qualifyingSubBrandName,51.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,85.0,antigravity=accept | gemini=accept | deepresearch=alternative gs1:qualifyingSubBrandName: needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
supplierSpecifiedMinimumConsumerStorageDays,1,3706,nonNegativeInteger,,gs1:supplierSpecifiedMinimumConsumerStorageDays,Supplier Specified Minimum Consumer Storage Days,xsd:integer,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, days, minimum, specified, storage, supplier; definitie-overlap: between, date, days, represents, s, sell, use; datatype/range compatible",gs1:minimumOptimumConsumptionTemperature,22.9,gs1:minimumFishContent,19.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
sweetnessLevelOfAlcoholicBeverageCode,1,6574,SweetnessLevelOfAlcoholicBeverageCode,SweetnessLevelOfAlcoholicBeverageCode,gs1:sweetnessLevelOfAlcoholicBeverage,Sweetness level of alcoholic beverage,gs1:SweetnessLevelOfAlcoholicBeverageCode,89.6,review_candidate,false,"sterke naamgelijkenis (94%); gedeelde termen: alcoholic, beverage, level, sweetness; definitie-overlap: according, alcoholic, amount, based, beverage, content, descriptive, identify; datatype/range broadly compatible",gs1:alcoholicBeverageSubregion,29.7,gs1:beverageVintage,20.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,92.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
targetConsumerAge,1,1558,Description500,,gs1:targetConsumerAge,Target Consumer Age,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: age, consumer, target; definitie-overlap: age, been, consumer, designed, identifies, range, target; datatype/range broadly compatible",gs1:targetConsumerGender,55.8,gs1:consumerLifestage,29.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,93.8,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
